,C,Vavg[1],Tavg[1],Time
4498.81,21.94,32181.5,28.15,10:08:15 PM
4499.24,21.45,32181.5,28.15,10:08:15 PM
4500.82,22.05,32175.25,28.2,10:08:17 PM
4501.25,0,32175.25,28.2,10:08:17 PM
4502.83,4.7,32211.8,28.2,10:08:19 PM
4503.28,2.42,32211.8,28.2,10:08:19 PM
4504.83,0,32290.4,27.45,10:08:21 PM
4505.3,5.42,32290.4,27.45,10:08:21 PM
4506.84,20.25,32321.3,27.45,10:08:23 PM
4507.31,24.64,32321.3,27.45,10:08:23 PM
4508.85,25.21,32286.45,27.85,10:08:25 PM
4509.35,26.46,32286.45,27.85,10:08:25 PM
4510.86,28.24,32206.35,27.85,10:08:27 PM
4511.38,24.42,32206.35,27.85,10:08:27 PM
4512.86,27.51,32149.35,28.4,10:08:29 PM
4513.39,25.15,32149.35,28.4,10:08:29 PM
4514.87,17.55,32111.5,28.4,10:08:31 PM
4515.4,16.86,32111.5,28.4,10:08:31 PM
4516.87,15.36,32084.6,28.15,10:08:33 PM
4517.41,11.58,32084.6,28.15,10:08:33 PM
4518.88,2.28,32125.65,28.15,10:08:35 PM
4519.43,0,32125.65,28.15,10:08:35 PM
4520.89,0,32221.15,27.65,10:08:37 PM
4521.45,0,32221.15,27.65,10:08:37 PM
4522.89,0,32322.1,27.65,10:08:39 PM
4523.47,0,32322.1,27.65,10:08:39 PM
4524.9,23.98,32321.45,27.5,10:08:41 PM
4525.51,25.3,32321.45,27.5,10:08:42 PM
4526.91,26.58,32268.15,27.5,10:08:43 PM
4527.52,27.64,32268.15,27.5,10:08:44 PM
4528.92,27.35,32248.5,28,10:08:45 PM
4529.53,29.39,32248.5,28,10:08:46 PM
4530.93,28.35,32180.7,28,10:08:47 PM
4531.55,30.42,32180.7,28,10:08:48 PM
4532.93,29.51,32017.85,28.05,10:08:49 PM
4533.58,31.11,32017.85,28.05,10:08:50 PM
4534.94,30.76,31991.15,28.05,10:08:51 PM
4535.61,0,31991.15,28.05,10:08:52 PM
4536.95,-18.71,32094.35,27.9,10:08:53 PM
4537.62,-13.68,32094.35,27.9,10:08:54 PM
4538.96,-10.55,32256,27.9,10:08:55 PM
4539.62,0,32256,27.9,10:08:56 PM
4540.96,0,32371.75,28.25,10:08:57 PM
4541.63,0.71,32371.75,28.25,10:08:58 PM
4542.97,0,32424.3,28.25,10:08:59 PM
4543.65,0,32424.3,28.25,10:09:00 PM
4544.97,0,32390.4,27.4,10:09:01 PM
4545.66,0,32390.4,27.4,10:09:02 PM
4546.98,0,32386.1,27.4,10:09:03 PM
4547.68,-16.61,32386.1,27.4,10:09:04 PM
4548.99,-14.54,32433.75,27.15,10:09:05 PM
4549.7,-16.8,32433.75,27.15,10:09:06 PM
4551,-16.83,32497.65,27.15,10:09:07 PM
4551.71,-14.14,32497.65,27.15,10:09:08 PM
4553.01,-13.32,32540.55,27.85,10:09:09 PM
4553.72,-10.93,32540.55,27.85,10:09:10 PM
4555.05,-6.7,32583.5,27.85,10:09:11 PM
4555.73,0,32583.5,27.85,10:09:12 PM
4557.05,0,32572.3,28.1,10:09:13 PM
4557.74,0,32572.3,28.1,10:09:14 PM
4559.06,0,32516.4,28.1,10:09:15 PM
4559.75,5.55,32516.4,28.1,10:09:16 PM
4561.07,14.79,32469.05,28,10:09:17 PM
4561.76,17.94,32469.05,28,10:09:18 PM
4563.07,18.81,32385.5,28,10:09:19 PM
4563.76,20.79,32385.5,28,10:09:20 PM
4565.09,22.46,32286.95,27.6,10:09:21 PM
4565.77,24.37,32286.95,27.6,10:09:22 PM
4567.11,25.88,32222.15,27.6,10:09:23 PM
4567.78,27.35,32222.15,27.6,10:09:24 PM
4569.12,27.97,32185.45,28.2,10:09:25 PM
4569.79,25.09,32185.45,28.2,10:09:26 PM
4571.12,27.09,32163.95,28.2,10:09:27 PM
4571.8,29.04,32163.95,28.2,10:09:28 PM
4573.13,22.92,32121.45,28.15,10:09:29 PM
4573.81,30.79,32121.45,28.15,10:09:30 PM
4575.18,32.77,32083,28.15,10:09:31 PM
4575.82,33.29,32083,28.15,10:09:32 PM
4577.22,20.24,32088.55,28.1,10:09:33 PM
4577.82,0,32088.55,28.1,10:09:34 PM
4579.22,0,32170.7,28.1,10:09:35 PM
4579.83,-12.22,32170.7,28.1,10:09:36 PM
4581.23,-11.36,32305.55,27.4,10:09:37 PM
4581.84,-8.74,32305.55,27.4,10:09:38 PM
4583.24,-0.12,32446.25,27.4,10:09:39 PM
4583.88,-7.55,32446.25,27.4,10:09:40 PM
4585.25,0,32487.85,27.5,10:09:41 PM
4585.89,0,32487.85,27.5,10:09:42 PM
4587.25,12.16,32454.6,27.5,10:09:43 PM
4587.89,18.97,32454.6,27.5,10:09:44 PM
4589.26,20.44,32383.55,27.7,10:09:45 PM
4589.9,23.43,32383.55,27.7,10:09:46 PM
4591.28,23.14,32267.4,27.7,10:09:47 PM
4592.92,16.26,32267.4,27.75,10:09:49 PM
4593.29,17.47,32221.2,27.75,10:09:49 PM
4593.93,9.47,32221.2,27.75,10:09:50 PM
4595.3,9.37,32216.2,27.75,10:09:51 PM
4596.93,14.3,32216.2,28,10:09:53 PM
4597.31,20.39,32221.2,28,10:09:53 PM
4597.94,25.92,32221.2,28,10:09:54 PM
4599.31,25.45,32211.8,28,10:09:55 PM
4600.93,25.29,32211.8,28.1,10:09:57 PM
4601.32,25.78,32180.85,28.1,10:09:57 PM
4601.96,26.18,32180.85,28.1,10:09:58 PM
4603.33,15.21,32143.5,28.1,10:09:59 PM
4603.97,19.08,32143.5,28.1,10:10:00 PM
4605.34,18.01,32121.05,28.15,10:10:01 PM
4606,19.86,32121.05,28.15,10:10:02 PM
4607.35,21.78,32125.2,28.15,10:10:03 PM
4608.01,22.04,32125.2,28.15,10:10:04 PM
4609.35,24.21,32126.45,28.25,10:10:05 PM
4610.02,27.49,32126.45,28.25,10:10:06 PM
4611.36,31.54,32118.25,28.25,10:10:07 PM
4612.03,32.75,32118.25,28.25,10:10:08 PM
4613.37,27.76,32093.9,28.25,10:10:09 PM
4614.04,24.16,32093.9,28.25,10:10:10 PM
4615.37,8,32081.95,28.25,10:10:11 PM
4617.06,13.61,32081.95,28.2,10:10:13 PM
4617.38,15.79,32093.8,28.2,10:10:13 PM
4618.07,20,32093.8,28.2,10:10:14 PM
4619.39,26.05,32087.65,28.2,10:10:15 PM
4621.07,25.93,32087.65,28.15,10:10:17 PM
4621.39,25.14,32094.25,28.15,10:10:17 PM
4622.15,24,32094.25,28.15,10:10:18 PM
4623.4,19.69,32089.4,28.15,10:10:19 PM
4625.09,25.6,32089.4,28.2,10:10:21 PM
4625.41,25.81,32065.25,28.2,10:10:21 PM
4626.2,25.89,32065.25,28.2,10:10:22 PM
4627.42,19.37,32047.75,28.2,10:10:23 PM
4629.11,9.68,32047.75,28.2,10:10:25 PM
4629.46,0,32080.95,28.2,10:10:25 PM
4630.22,0,32080.95,28.2,10:10:26 PM
4631.47,0,32220.6,28.2,10:10:27 PM
4633.15,-9.09,32220.6,28.25,10:10:29 PM
4633.47,-0.03,32320.8,28.25,10:10:29 PM
4634.24,-9,32320.8,28.25,10:10:30 PM
4635.48,0,32370.8,28.25,10:10:31 PM
4637.15,0,32370.8,28.2,10:10:33 PM
4637.49,0,32391.05,28.2,10:10:33 PM
4638.28,0,32391.05,28.2,10:10:34 PM
4639.5,5.7,32387.75,28.2,10:10:35 PM
4641.17,10.3,32387.75,28.2,10:10:37 PM
4641.51,11.9,32350.85,28.2,10:10:38 PM
4642.31,13.01,32350.85,28.2,10:10:38 PM
4643.52,14.44,32317.35,28.2,10:10:40 PM
4645.19,13.38,32317.35,28.55,10:10:41 PM
4645.53,14.97,32285.2,28.55,10:10:42 PM
4646.35,17.88,32285.2,28.55,10:10:42 PM
4647.53,16.82,32237.95,28.55,10:10:44 PM
4649.2,17.08,32237.95,28.2,10:10:45 PM
4649.62,16.97,32212.3,28.2,10:10:46 PM
4650.36,17.07,32212.3,28.2,10:10:46 PM
4651.78,21.91,32200,28.2,10:10:48 PM
4653.21,27.45,32200,28.2,10:10:49 PM
4653.79,27.25,32167.4,28.2,10:10:50 PM
4654.39,27.16,32167.4,28.2,10:10:50 PM
4655.8,29.23,32138.75,28.2,10:10:52 PM
4657.21,44.12,32138.75,28.2,10:10:53 PM
4657.8,46.19,32095.2,28.2,10:10:54 PM
4658.42,47.78,32095.2,28.2,10:10:54 PM
4659.81,51.39,32030.05,28.2,10:10:56 PM
4661.22,15.65,32030.05,28.05,10:10:57 PM
4661.82,4.96,31997.5,28.05,10:10:58 PM
4662.43,0,31997.5,28.05,10:10:58 PM
4663.82,0,32072.9,28.05,10:11:00 PM
4665.23,0,32072.9,28.4,10:11:01 PM
4665.83,0,32185.55,28.4,10:11:02 PM
4666.46,0,32185.55,28.4,10:11:02 PM
4667.84,0,32311.25,28.4,10:11:04 PM
4669.24,3.81,32311.25,28,10:11:05 PM
4669.84,9.45,32318.65,28,10:11:06 PM
4670.48,9.39,32318.65,28,10:11:06 PM
4671.85,8.26,32304.35,28,10:11:08 PM
4673.25,0.13,32304.35,27.95,10:11:09 PM
4673.86,-8.38,32308.35,27.95,10:11:10 PM
4674.51,0,32308.35,27.95,10:11:11 PM
4675.87,-11.59,32357.45,27.95,10:11:12 PM
4677.26,-9.2,32357.45,28.6,10:11:13 PM
4677.87,0,32425.95,28.6,10:11:14 PM
4678.53,3.46,32425.95,28.6,10:11:15 PM
4679.88,20.28,32441.1,28.6,10:11:16 PM
4681.27,20.71,32441.1,28.8,10:11:17 PM
4681.88,16.83,32365,28.8,10:11:18 PM
4682.57,16.54,32365,28.8,10:11:19 PM
4683.89,19.78,32314.7,28.8,10:11:20 PM
4685.27,19.85,32314.7,28.6,10:11:21 PM
4685.9,19.27,32253.75,28.6,10:11:22 PM
4686.58,19.62,32253.75,28.6,10:11:23 PM
4687.91,19.53,32189.1,28.6,10:11:24 PM
4689.28,19.24,32189.1,28.45,10:11:25 PM
4689.92,0,32152.65,28.45,10:11:26 PM
4690.61,-0.02,32152.65,28.45,10:11:27 PM
4691.93,-3.4,32222.15,28.45,10:11:28 PM
4693.29,-5.8,32222.15,27.8,10:11:29 PM
4693.93,-15.64,32278.55,27.8,10:11:30 PM
4694.62,-15.2,32278.55,27.8,10:11:31 PM
4695.95,-14.37,32395.85,27.8,10:11:32 PM
4697.3,-12.44,32395.85,27.6,10:11:33 PM
4697.97,-11.02,32481.5,27.6,10:11:34 PM
4698.67,-12.03,32481.5,27.6,10:11:35 PM
4699.97,-12.04,32502.8,27.6,10:11:36 PM
4701.3,-11.65,32502.8,28,10:11:37 PM
4701.98,-9.09,32535.45,28,10:11:38 PM
4702.69,-8.07,32535.45,28,10:11:39 PM
4703.98,-7.59,32569.4,28,10:11:40 PM
4705.31,0,32569.4,28.45,10:11:41 PM
4705.99,0,32544.05,28.45,10:11:42 PM
4706.74,0,32544.05,28.45,10:11:43 PM
4708,0,32503.15,28.45,10:11:44 PM
4709.32,0,32503.15,28.4,10:11:45 PM
4710,0,32479.5,28.4,10:11:46 PM
4710.78,0,32479.5,28.4,10:11:47 PM
4712.01,0,32462.75,28.4,10:11:48 PM
4713.33,0,32462.75,27.75,10:11:49 PM
4714.03,0,32463.7,27.75,10:11:50 PM
4714.81,0,32463.7,27.75,10:11:51 PM
4716.03,0,32464.95,27.75,10:11:52 PM
4717.34,0,32464.95,27.75,10:11:53 PM
4718.04,0,32467.05,27.75,10:11:54 PM
4718.83,0,32467.05,27.75,10:11:55 PM
4720.05,0,32467.25,27.75,10:11:56 PM
4721.35,0,32467.25,27.75,10:11:57 PM
4722.05,0,32468.2,27.75,10:11:58 PM
4722.85,0.94,32468.2,27.75,10:11:59 PM
4724.05,8.35,32464.05,27.75,10:12:00 PM
4725.36,4.87,32464.05,27.45,10:12:01 PM
4726.07,5.81,32451.2,27.45,10:12:02 PM
4726.87,8.17,32451.2,27.45,10:12:03 PM
4728.08,4.81,32424.4,27.45,10:12:04 PM
4729.36,7.17,32424.4,28.2,10:12:05 PM
4730.09,9.02,32403.2,28.2,10:12:06 PM
4730.89,9.55,32403.2,28.2,10:12:07 PM
4732.09,9.12,32383.5,28.2,10:12:08 PM
4733.38,11.88,32383.5,28.15,10:12:09 PM
4734.1,12.97,32362.6,28.15,10:12:10 PM
4734.91,11.74,32362.6,28.15,10:12:11 PM
4736.11,9.65,32339,28.15,10:12:12 PM
4737.39,0.01,32339,28.25,10:12:13 PM
4738.12,0.84,32358.2,28.25,10:12:14 PM
4738.93,3.44,32358.2,28.25,10:12:15 PM
4740.14,5.87,32370.65,28.25,10:12:16 PM
4741.4,3.42,32370.65,28.2,10:12:17 PM
4742.15,2.88,32399.65,28.2,10:12:18 PM
4742.95,3.38,32399.65,28.2,10:12:19 PM
4744.15,3.34,32418.8,28.2,10:12:20 PM
4745.41,3,32418.8,28.15,10:12:21 PM
4746.16,3.13,32418.1,28.15,10:12:22 PM
4746.98,0,32418.1,28.15,10:12:23 PM
4748.17,0,32441.45,28.15,10:12:24 PM
4749.42,0,32441.45,27.45,10:12:25 PM
4750.18,0.81,32455.55,27.45,10:12:26 PM
4750.99,16.83,32455.55,27.45,10:12:27 PM
4752.19,18.13,32427.65,27.45,10:12:28 PM
4753.42,18.99,32427.65,27.85,10:12:29 PM
4754.19,20.59,32355.5,27.85,10:12:30 PM
4755.01,22.38,32355.5,27.85,10:12:31 PM
4756.2,22.65,32299.2,27.85,10:12:32 PM
4757.43,23.4,32299.2,28.15,10:12:33 PM
4758.21,13.13,32232.2,28.15,10:12:34 PM
4759.03,15.93,32232.2,28.15,10:12:35 PM
4760.21,13.03,32212.9,28.15,10:12:36 PM
4761.44,18.69,32212.9,28.05,10:12:37 PM
4762.22,21.37,32213.4,28.05,10:12:38 PM
4763.05,21.45,32213.4,28.05,10:12:39 PM
4764.24,22.56,32203.6,28.05,10:12:40 PM
4765.45,23.54,32203.6,27.95,10:12:41 PM
4766.25,25,32181.55,27.95,10:12:42 PM
4767.08,24.2,32181.55,27.95,10:12:43 PM
4768.26,26.37,32161.75,27.95,10:12:44 PM
4769.45,27.52,32161.75,27.9,10:12:45 PM
4770.27,26.49,32139.55,27.9,10:12:46 PM
4771.09,26.82,32139.55,27.9,10:12:47 PM
4772.27,26.21,32098.25,27.9,10:12:48 PM
4773.46,24.13,32098.25,28,10:12:49 PM
4774.28,24.56,32074.3,28,10:12:50 PM
4775.12,17.72,32074.3,28,10:12:51 PM
4776.28,9.84,32095.9,28,10:12:52 PM
4777.47,12.24,32095.9,28.45,10:12:53 PM
4778.29,12.62,32137.6,28.45,10:12:54 PM
4779.13,14.09,32137.6,28.45,10:12:55 PM
4780.3,19.93,32164.5,28.45,10:12:56 PM
4781.47,24.09,32164.5,28.4,10:12:57 PM
4782.3,30.99,32162.55,28.4,10:12:58 PM
4783.18,37.82,32162.55,28.4,10:12:59 PM
4784.31,37.03,32091.2,28.4,10:13:00 PM
4785.48,36.6,32091.2,28.1,10:13:01 PM
4786.32,36.87,32022.55,28.1,10:13:02 PM
4787.23,36.59,32022.55,28.1,10:13:03 PM
4788.34,37.16,31967.7,28.1,10:13:04 PM
4789.49,35.96,31967.7,28.1,10:13:05 PM
4790.34,31.84,31882.4,28.1,10:13:06 PM
4791.25,35.4,31882.4,28.1,10:13:07 PM
4792.35,35.88,31866.05,28.1,10:13:08 PM
4793.5,35.66,31866.05,28.2,10:13:09 PM
4794.36,29.59,31861.55,28.2,10:13:10 PM
4795.28,0.09,31861.55,28.2,10:13:11 PM
4796.37,11.09,31936.9,28.2,10:13:12 PM
4797.5,20.35,31936.9,28.4,10:13:13 PM
4798.38,19.2,31964.75,28.4,10:13:14 PM
4799.29,0.26,31964.75,28.4,10:13:15 PM
4800.38,0.03,32059.2,28.4,10:13:16 PM
4801.51,0,32059.2,28.95,10:13:18 PM
4802.4,0,32224.15,28.95,10:13:18 PM
4803.31,0,32224.15,28.95,10:13:19 PM
4804.41,2.59,32294.15,28.95,10:13:20 PM
4805.53,10.14,32294.15,27.8,10:13:22 PM
4806.43,25.57,32285.9,27.8,10:13:22 PM
4807.33,29.14,32285.9,27.8,10:13:23 PM
4808.43,29.84,32225,27.8,10:13:24 PM
4809.54,30.23,32225,27.5,10:13:26 PM
4810.44,30.24,32094.25,27.5,10:13:26 PM
4811.38,29.18,32094.25,27.5,10:13:27 PM
4812.45,28,32005.15,27.5,10:13:28 PM
4813.55,20.77,32005.15,28.15,10:13:30 PM
4814.49,23.72,31964.45,28.15,10:13:30 PM
4815.43,19.81,31964.45,28.15,10:13:31 PM
4816.5,14.98,31996.7,28.15,10:13:32 PM
4817.56,12.27,31996.7,28.3,10:13:34 PM
4818.51,25.05,32018.45,28.3,10:13:35 PM
4819.47,24.28,32018.45,28.3,10:13:35 PM
4820.51,25,32031.45,28.3,10:13:37 PM
4821.57,24.43,32031.45,28.35,10:13:38 PM
4822.52,20.01,32027.95,28.35,10:13:39 PM
4823.5,19.18,32027.95,28.35,10:13:40 PM
4824.53,23.81,32023.45,28.35,10:13:41 PM
4825.57,23.15,32023.45,28.25,10:13:42 PM
4826.54,22.87,32008.45,28.25,10:13:43 PM
4828.55,22.04,32009.75,28.25,10:13:45 PM
4828.56,22.36,32009.75,28.25,10:13:45 PM
4830.56,22.72,32018.55,28.25,10:13:47 PM
4830.57,4.97,32018.55,28.25,10:13:47 PM
4832.57,11.43,32056.25,28.25,10:13:49 PM
4833.59,11.45,32056.25,28.35,10:13:50 PM
4834.58,12.59,32090.75,28.35,10:13:51 PM
4834.6,11.93,32090.75,28.35,10:13:51 PM
4836.59,12.82,32110.65,28.35,10:13:53 PM
4837.59,21.56,32110.65,28.35,10:13:54 PM
4838.59,27.46,32117,28.35,10:13:55 PM
4838.62,26.16,32117,28.35,10:13:55 PM
4840.6,26.08,32080.75,28.35,10:13:57 PM
4841.61,19.91,32080.75,28.3,10:13:58 PM
4842.6,12.16,32059.35,28.3,10:13:59 PM
4842.64,12.98,32059.35,28.3,10:13:59 PM
4844.61,12.85,32054.5,28.3,10:14:01 PM
4845.61,23.71,32054.5,28.25,10:14:02 PM
4846.62,24.08,32055.8,28.25,10:14:03 PM
4846.66,25.79,32055.8,28.25,10:14:03 PM
4848.63,23.51,32033.5,28.25,10:14:05 PM
4849.62,23.89,32033.5,28.1,10:14:06 PM
4850.63,19.95,32009.4,28.1,10:14:07 PM
4850.67,21.2,32009.4,28.1,10:14:07 PM
4852.64,23.07,32002,28.1,10:14:09 PM
4853.63,20.63,32002,28.2,10:14:10 PM
4854.65,20.85,32008.05,28.2,10:14:11 PM
4854.7,22.33,32008.05,28.2,10:14:11 PM
4856.68,21.54,32011.5,28.2,10:14:13 PM
4857.63,22.14,32011.5,28.2,10:14:14 PM
4858.69,21.75,32014.7,28.2,10:14:15 PM
4858.72,21.11,32014.7,28.2,10:14:15 PM
4860.7,19.65,32010,28.2,10:14:17 PM
4861.64,20.56,32010,28.3,10:14:18 PM
4862.71,19.96,32010.5,28.3,10:14:19 PM
4862.74,40.09,32010.5,28.3,10:14:19 PM
4864.72,43.54,31988.35,28.3,10:14:21 PM
4865.65,45.01,31988.35,28.3,10:14:22 PM
4866.73,44.29,31899.85,28.3,10:14:23 PM
4866.76,44.16,31899.85,28.3,10:14:23 PM
4868.74,42.48,31809.5,28.3,10:14:25 PM
4869.66,44.52,31809.5,28.25,10:14:26 PM
4870.74,44.36,31707.95,28.25,10:14:27 PM
4870.79,45.2,31707.95,28.25,10:14:27 PM
4872.75,41.62,31688.35,28.25,10:14:29 PM
4873.67,28.06,31688.35,28.25,10:14:30 PM
4874.76,28.5,31729.45,28.25,10:14:31 PM
4874.8,28.89,31729.45,28.25,10:14:31 PM
4876.77,27.94,31747.05,28.25,10:14:33 PM
4877.68,28,31747.05,28.25,10:14:34 PM
4878.77,28.05,31772.7,28.25,10:14:35 PM
4878.89,27.81,31772.7,28.25,10:14:35 PM
4880.78,32.02,31826.75,28.25,10:14:37 PM
4881.74,38.92,31826.75,28.25,10:14:38 PM
4882.79,38.99,31826.75,28.25,10:14:39 PM
4882.9,39.41,31826.75,28.25,10:14:39 PM
4884.79,40.59,31796.8,28.25,10:14:41 PM
4885.76,39.63,31796.8,28.35,10:14:42 PM
4886.8,39,31768.45,28.35,10:14:43 PM
4886.92,35.25,31768.45,28.35,10:14:43 PM
4888.81,35.34,31723.15,28.35,10:14:45 PM
4889.77,34.02,31723.15,28.35,10:14:46 PM
4890.81,34.21,31713.05,28.35,10:14:47 PM
4890.94,34.03,31713.05,28.35,10:14:47 PM
4892.82,32.14,31730.7,28.35,10:14:49 PM
4893.78,32.89,31730.7,28.35,10:14:50 PM
4894.83,31.47,31746.5,28.35,10:14:51 PM
4894.97,13.14,31746.5,28.35,10:14:51 PM
4896.84,12.95,31763.4,28.35,10:14:53 PM
4897.79,12.85,31763.4,28.35,10:14:54 PM
4898.85,20.04,31784.4,28.35,10:14:55 PM
4898.99,22.46,31784.4,28.35,10:14:55 PM
4900.86,22.09,31830.95,28.35,10:14:57 PM
4901.8,23.64,31830.95,28.4,10:14:58 PM
4902.87,22.09,31863.4,28.4,10:14:59 PM
4903.01,20.19,31863.4,28.4,10:14:59 PM
4904.88,18.64,31916.85,28.4,10:15:01 PM
4905.81,17.74,31916.85,28.4,10:15:02 PM
4906.88,18.25,31935.1,28.4,10:15:03 PM
4907.03,18.2,31935.1,28.4,10:15:03 PM
4908.89,15.91,31938.7,28.4,10:15:05 PM
4909.81,14.66,31938.7,28.45,10:15:06 PM
4910.9,15.2,31971.05,28.45,10:15:07 PM
4911.04,14.5,31971.05,28.45,10:15:07 PM
4912.9,17.23,31994.15,28.45,10:15:09 PM
4913.82,20.06,31994.15,28.45,10:15:10 PM
4914.91,20.07,31993.8,28.45,10:15:11 PM
4915.06,19.24,31993.8,28.45,10:15:11 PM
4916.92,21.94,31982,28.45,10:15:13 PM
4917.83,18.49,31982,28.4,10:15:14 PM
4918.92,17.21,31977.75,28.4,10:15:15 PM
4919.08,16.4,31977.75,28.4,10:15:15 PM
4920.93,14.66,31990.4,28.4,10:15:17 PM
4921.84,15.02,31990.4,28.45,10:15:18 PM
4922.93,14.81,32004.75,28.45,10:15:19 PM
4923.1,14.99,32004.75,28.45,10:15:19 PM
4924.94,17.86,32014.3,28.45,10:15:21 PM
4925.85,16.89,32014.3,28.45,10:15:22 PM
4926.95,16.82,32020.55,28.45,10:15:23 PM
4927.12,16.49,32020.55,28.45,10:15:23 PM
4928.96,19.63,32019.2,28.45,10:15:25 PM
4929.86,21,32019.2,28.45,10:15:26 PM
4931.03,24.66,32004.4,28.45,10:15:27 PM
4931.13,25.32,32004.4,28.45,10:15:27 PM
4933.06,23.35,31985.85,28.45,10:15:29 PM
4933.86,25.41,31985.85,28.5,10:15:30 PM
4935.08,26.86,31939.9,28.5,10:15:31 PM
4935.15,25.61,31939.9,28.5,10:15:31 PM
4937.09,24.89,31918.25,28.5,10:15:33 PM
4937.88,25.3,31918.25,28.45,10:15:34 PM
4939.1,27.14,31906,28.45,10:15:35 PM
4939.2,26.12,31906,28.45,10:15:35 PM
4941.14,26.36,31893.2,28.45,10:15:37 PM
4941.88,27.05,31893.2,28.45,10:15:38 PM
4943.16,7.25,31920.3,28.45,10:15:39 PM
4943.24,17.05,31920.3,28.45,10:15:39 PM
4945.17,12.87,31961.25,28.45,10:15:41 PM
4945.89,17.94,31961.25,28.45,10:15:42 PM
4947.18,16.95,32003.1,28.45,10:15:43 PM
4947.29,18.03,32003.1,28.45,10:15:43 PM
4949.19,18.14,32015.1,28.45,10:15:45 PM
4949.92,20.28,32015.1,28.55,10:15:46 PM
4951.19,16.58,32004.1,28.55,10:15:47 PM
4951.32,17.95,32004.1,28.55,10:15:47 PM
4953.21,20.82,31987.85,28.55,10:15:49 PM
4953.93,20.87,31987.85,28.6,10:15:50 PM
4955.23,22.74,31978.1,28.6,10:15:51 PM
4955.33,18.82,31978.1,28.6,10:15:51 PM
4957.24,18.14,31986.55,28.6,10:15:53 PM
4957.94,4.7,31986.55,28.65,10:15:54 PM
4959.24,3.8,32045.95,28.65,10:15:55 PM
4959.35,2.44,32045.95,28.65,10:15:55 PM
4961.26,0.82,32140.55,28.65,10:15:57 PM
4961.94,0,32140.55,28.65,10:15:58 PM
4963.28,0,32214.7,28.65,10:15:59 PM
4963.37,0,32214.7,28.65,10:15:59 PM
4965.29,11.33,32207.85,28.65,10:16:01 PM
4965.96,13.97,32207.85,28.05,10:16:02 PM
4967.29,11.83,32189.65,28.05,10:16:03 PM
4967.38,3.15,32189.65,28.05,10:16:03 PM
4969.3,3.23,32182.65,28.05,10:16:05 PM
4969.96,3.01,32182.65,28.35,10:16:06 PM
4971.31,3.51,32198.9,28.35,10:16:07 PM
4971.4,8.17,32198.9,28.35,10:16:07 PM
4973.31,13.03,32170.3,28.35,10:16:09 PM
4973.97,28.17,32170.3,28.5,10:16:10 PM
4975.32,33.35,32117.1,28.5,10:16:11 PM
4975.41,39.58,32117.1,28.5,10:16:11 PM
4977.33,39.73,32051.7,28.5,10:16:13 PM
4977.97,38.8,32051.7,28.6,10:16:14 PM
4979.33,38.04,31949.35,28.6,10:16:15 PM
4979.43,38.09,31949.35,28.6,10:16:15 PM
4981.34,39.52,31802.35,28.6,10:16:17 PM
4981.98,38.9,31802.35,28.4,10:16:18 PM
4983.35,38.69,31749.8,28.4,10:16:19 PM
4983.45,38.05,31749.8,28.4,10:16:19 PM
4985.36,37.76,31723.9,28.4,10:16:21 PM
4985.99,36.98,31723.9,28.5,10:16:22 PM
4987.37,37.22,31714.85,28.5,10:16:23 PM
4987.47,37.29,31714.85,28.5,10:16:23 PM
4989.38,37.43,31712.05,28.5,10:16:25 PM
4990,37.14,31712.05,28.55,10:16:26 PM
4991.39,35.86,31705.55,28.55,10:16:27 PM
4991.5,38.23,31705.55,28.55,10:16:27 PM
4993.39,30,31727.35,28.55,10:16:29 PM
4994.01,26.2,31727.35,28.5,10:16:30 PM
4995.4,26.97,31747.4,28.5,10:16:31 PM
4995.52,7.19,31747.4,28.5,10:16:32 PM
4997.41,13.05,31826.6,28.5,10:16:33 PM
4998.03,22.52,31826.6,28.5,10:16:34 PM
4999.42,23.45,31862.55,28.5,10:16:35 PM
4999.54,25.42,31862.55,28.5,10:16:36 PM
5001.43,10.32,31910.4,28.5,10:16:37 PM
5002.04,15.94,31910.4,28.4,10:16:38 PM
5003.43,12.4,31994.7,28.4,10:16:39 PM
5003.56,-8.3,31994.7,28.4,10:16:40 PM
5005.44,9.98,32076,28.4,10:16:41 PM
5006.05,5.76,32076,28.35,10:16:42 PM
5007.45,2.44,32135.35,28.35,10:16:43 PM
5007.57,0,32135.35,28.35,10:16:44 PM
5009.46,0.88,32146.3,28.35,10:16:45 PM
5010.05,14.94,32146.3,28,10:16:46 PM
5011.47,14.55,32127.1,28,10:16:47 PM
5011.59,13.07,32127.1,28,10:16:48 PM
5013.49,13.16,32103.85,28,10:16:49 PM
5014.07,9.76,32103.85,28.1,10:16:50 PM
5015.5,8.42,32073.05,28.1,10:16:51 PM
5015.61,10.5,32073.05,28.1,10:16:52 PM
5017.5,11.32,32079.55,28.1,10:16:54 PM
5018.08,10.65,32079.55,28.65,10:16:54 PM
5019.51,11.75,32095.3,28.65,10:16:56 PM
5019.63,21.36,32095.3,28.65,10:16:56 PM
5021.52,32.76,32016.05,28.65,10:16:58 PM
5022.08,31.69,32016.05,28.8,10:16:58 PM
5023.52,29.23,31947.05,28.8,10:17:00 PM
5023.64,29.24,31947.05,28.8,10:17:00 PM
5025.54,29.94,31916.4,28.8,10:17:02 PM
5026.09,21.23,31916.4,28.75,10:17:02 PM
5027.55,16.27,31902.1,28.75,10:17:04 PM
